Kernel,Filesize,Blocksize,Round,Write,Read
4.15.0-42-generic,524288,8192,97,14200000,20200000
4.15.0-42-generic,524288,8192,98,19800000,21100000
4.15.0-42-generic,524288,8192,99,14500000,25800000
4.15.0-42-generic,524288,8192,100,12800000,19300000
4.15.0-42-generic,524288,32768,1,18200000,22000000
4.15.0-42-generic,524288,32768,2,17300000,26900000
4.15.0-42-generic,524288,32768,3,20000000,23100000
4.15.0-42-generic,524288,32768,4,13600000,26100000
4.15.0-42-generic,524288,32768,5,19300000,21800000
4.15.0-42-generic,524288,32768,6,21000000,22000000
4.15.0-42-generic,524288,32768,7,16600000,18200000
4.15.0-42-generic,524288,32768,8,14000000,27400000
4.15.0-42-generic,524288,32768,9,20400000,19700000
4.15.0-42-generic,524288,32768,10,14400000,25000000
4.15.0-42-generic,524288,32768,11,13400000,24600000
4.15.0-42-generic,524288,32768,12,18500000,20700000
4.15.0-42-generic,524288,32768,13,19300000,38900000
4.15.0-42-generic,524288,32768,14,19000000,20400000
4.15.0-42-generic,524288,32768,15,19700000,30900000
4.15.0-42-generic,524288,32768,16,19400000,18800000
4.15.0-42-generic,524288,32768,17,19700000,24000000
4.15.0-42-generic,524288,32768,18,28000000,25600000
4.15.0-42-generic,524288,32768,19,13400000,19100000
4.15.0-42-generic,524288,32768,20,19200000,25300000
4.15.0-42-generic,524288,32768,21,16600000,22000000
4.15.0-42-generic,524288,32768,22,15000000,18400000
4.15.0-42-generic,524288,32768,23,13300000,24400000
4.15.0-42-generic,524288,32768,24,19000000,20100000
4.15.0-42-generic,524288,32768,25,17200000,20200000
4.15.0-42-generic,524288,32768,26,19200000,36800000
4.15.0-42-generic,524288,32768,27,19500000,36800000
4.15.0-42-generic,524288,32768,28,21700000,33000000
4.15.0-42-generic,524288,32768,29,19800000,18800000
4.15.0-42-generic,524288,32768,30,19400000,32500000
4.15.0-42-generic,524288,32768,31,21100000,24500000
4.15.0-42-generic,524288,32768,32,13600000,25100000
4.15.0-42-generic,524288,32768,33,20600000,22700000
4.15.0-42-generic,524288,32768,34,20600000,22800000
4.15.0-42-generic,524288,32768,35,17600000,27200000
4.15.0-42-generic,524288,32768,36,19200000,24800000
4.15.0-42-generic,524288,32768,37,17100000,20400000
4.15.0-42-generic,524288,32768,38,17100000,23100000
4.15.0-42-generic,524288,32768,39,19400000,23900000
4.15.0-42-generic,524288,32768,40,20000000,24200000
4.15.0-42-generic,524288,32768,41,19500000,20300000
4.15.0-42-generic,524288,32768,42,20300000,7700000
4.15.0-42-generic,524288,32768,43,21500000,22900000
4.15.0-42-generic,524288,32768,44,14000000,20900000
4.15.0-42-generic,524288,32768,45,25700000,21400000
4.15.0-42-generic,524288,32768,46,19500000,22600000
4.15.0-42-generic,524288,32768,47,19500000,23900000
4.15.0-42-generic,524288,32768,48,20700000,22000000
4.15.0-42-generic,524288,32768,49,19000000,22300000
4.15.0-42-generic,524288,32768,50,17300000,23400000
4.15.0-42-generic,524288,32768,51,20300000,27200000
4.15.0-42-generic,524288,32768,52,14400000,21000000
4.15.0-42-generic,524288,32768,53,17700000,20600000
4.15.0-42-generic,524288,32768,54,17800000,30300000
4.15.0-42-generic,524288,32768,55,14200000,32300000
4.15.0-42-generic,524288,32768,56,13400000,30100000
4.15.0-42-generic,524288,32768,57,19800000,30200000
4.15.0-42-generic,524288,32768,58,18800000,25500000
4.15.0-42-generic,524288,32768,59,16000000,21800000
4.15.0-42-generic,524288,32768,60,20900000,20800000
4.15.0-42-generic,524288,32768,61,19000000,30700000
4.15.0-42-generic,524288,32768,62,19600000,18600000
4.15.0-42-generic,524288,32768,63,14000000,22100000
4.15.0-42-generic,524288,32768,64,19800000,21300000
4.15.0-42-generic,524288,32768,65,20700000,19000000
4.15.0-42-generic,524288,32768,66,13500000,28200000
4.15.0-42-generic,524288,32768,67,18600000,24500000
4.15.0-42-generic,524288,32768,68,20600000,20400000
4.15.0-42-generic,524288,32768,69,14200000,19000000
4.15.0-42-generic,524288,32768,70,14200000,24300000
4.15.0-42-generic,524288,32768,71,18900000,28700000
4.15.0-42-generic,524288,32768,72,13600000,22900000
4.15.0-42-generic,524288,32768,73,18800000,17500000
4.15.0-42-generic,524288,32768,74,19300000,23300000
4.15.0-42-generic,524288,32768,75,18800000,28800000
4.15.0-42-generic,524288,32768,76,19600000,23800000
4.15.0-42-generic,524288,32768,77,21300000,31100000
4.15.0-42-generic,524288,32768,78,19300000,22600000
4.15.0-42-generic,524288,32768,79,12100000,24200000
4.15.0-42-generic,524288,32768,80,14900000,24100000
4.15.0-42-generic,524288,32768,81,19300000,23500000
4.15.0-42-generic,524288,32768,82,21300000,23600000
4.15.0-42-generic,524288,32768,83,19400000,23800000
4.15.0-42-generic,524288,32768,84,20500000,32000000
4.15.0-42-generic,524288,32768,85,13600000,25200000
4.15.0-42-generic,524288,32768,86,14500000,23700000
4.15.0-42-generic,524288,32768,87,19000000,22500000
4.15.0-42-generic,524288,32768,88,17300000,20000000
4.15.0-42-generic,524288,32768,89,18600000,28100000
4.15.0-42-generic,524288,32768,90,20300000,20300000
4.15.0-42-generic,524288,32768,91,16000000,27100000
4.15.0-42-generic,524288,32768,92,14500000,28200000
4.15.0-42-generic,524288,32768,93,15200000,33400001
4.15.0-42-generic,524288,32768,94,20300000,21100000
4.15.0-42-generic,524288,32768,95,12100000,21300000
4.15.0-42-generic,524288,32768,96,18900000,23500000
4.15.0-42-generic,524288,32768,97,19400000,21100000
4.15.0-42-generic,524288,32768,98,20000000,30400000
4.15.0-42-generic,524288,32768,99,12400000,20500000
4.15.0-42-generic,524288,32768,100,29500000,23600000
4.15.0-42-generic,524288,131072,1,12800000,26500000
4.15.0-42-generic,524288,131072,2,20000000,31400000
4.15.0-42-generic,524288,131072,3,19100000,30000000
4.15.0-42-generic,524288,131072,4,17200000,24800000
4.15.0-42-generic,524288,131072,5,20100000,22600000
4.15.0-42-generic,524288,131072,6,14200000,24500000
4.15.0-42-generic,524288,131072,7,19000000,21700000
4.15.0-42-generic,524288,131072,8,18900000,27300000
4.15.0-42-generic,524288,131072,9,18700000,18600000
4.15.0-42-generic,524288,131072,10,20800000,23100000
4.15.0-42-generic,524288,131072,11,19600000,21700000
4.15.0-42-generic,524288,131072,12,19100000,18600000
4.15.0-42-generic,524288,131072,13,15100000,14600000
4.15.0-42-generic,524288,131072,14,19400000,36800000
4.15.0-42-generic,524288,131072,15,12500000,21900000
4.15.0-42-generic,524288,131072,16,20400000,20600000
4.15.0-42-generic,524288,131072,17,19800000,21800000
4.15.0-42-generic,524288,131072,18,19700000,22700000
4.15.0-42-generic,524288,131072,19,19700000,28400000
4.15.0-42-generic,524288,131072,20,14800000,23900000
4.15.0-42-generic,524288,131072,21,13500000,24000000
4.15.0-42-generic,524288,131072,22,21500000,21400000
4.15.0-42-generic,524288,131072,23,18800000,29600000
4.15.0-42-generic,524288,131072,24,19700000,23000000
4.15.0-42-generic,524288,131072,25,19400000,26500000
4.15.0-42-generic,524288,131072,26,18900000,27300000
4.15.0-42-generic,524288,131072,27,19600000,21200000
4.15.0-42-generic,524288,131072,28,16600000,22000000
4.15.0-42-generic,524288,131072,29,18700000,26300000
4.15.0-42-generic,524288,131072,30,19700000,22000000
4.15.0-42-generic,524288,131072,31,13900000,20300000
4.15.0-42-generic,524288,131072,32,18900000,24300000
4.15.0-42-generic,524288,131072,33,14700000,21200000
4.15.0-42-generic,524288,131072,34,17300000,20500000
4.15.0-42-generic,524288,131072,35,17900000,24700000
4.15.0-42-generic,524288,131072,36,19700000,18200000
4.15.0-42-generic,524288,131072,37,19700000,30200000
4.15.0-42-generic,524288,131072,38,19200000,31400000
4.15.0-42-generic,524288,131072,39,14800000,35600000
4.15.0-42-generic,524288,131072,40,15200000,21500000
4.15.0-42-generic,524288,131072,41,15600000,33600000
4.15.0-42-generic,524288,131072,42,21000000,19000000
4.15.0-42-generic,524288,131072,43,19200000,19500000
4.15.0-42-generic,524288,131072,44,20600000,18500000
4.15.0-42-generic,524288,131072,45,18100000,24900000
4.15.0-42-generic,524288,131072,46,18400000,20500000
4.15.0-42-generic,524288,131072,47,17600000,26900000
4.15.0-42-generic,524288,131072,48,19200000,22300000
4.15.0-42-generic,524288,131072,49,21200000,24400000
4.15.0-42-generic,524288,131072,50,14800000,21500000
4.15.0-42-generic,524288,131072,51,17800000,25500000
4.15.0-42-generic,524288,131072,52,20300000,20600000
4.15.0-42-generic,524288,131072,53,18500000,25800000
4.15.0-42-generic,524288,131072,54,20600000,26900000
4.15.0-42-generic,524288,131072,55,28600000,34600000
4.15.0-42-generic,524288,131072,56,21100000,24000000
4.15.0-42-generic,524288,131072,57,18000000,20800000
4.15.0-42-generic,524288,131072,58,18400000,26700000
4.15.0-42-generic,524288,131072,59,14000000,27100000
4.15.0-42-generic,524288,131072,60,13900000,24600000
4.15.0-42-generic,524288,131072,61,17000000,21800000
4.15.0-42-generic,524288,131072,62,20200000,17600000
4.15.0-42-generic,524288,131072,63,18400000,21000000
4.15.0-42-generic,524288,131072,64,20800000,23000000
4.15.0-42-generic,524288,131072,65,13600000,22400000
4.15.0-42-generic,524288,131072,66,19600000,19500000
4.15.0-42-generic,524288,131072,67,17800000,17500000
4.15.0-42-generic,524288,131072,68,18200000,18500000
4.15.0-42-generic,524288,131072,69,17100000,28500000
4.15.0-42-generic,524288,131072,70,17700000,23700000
4.15.0-42-generic,524288,131072,71,20500000,22400000
4.15.0-42-generic,524288,131072,72,15900000,23700000
4.15.0-42-generic,524288,131072,73,19100000,22400000
4.15.0-42-generic,524288,131072,74,19800000,20400000
4.15.0-42-generic,524288,131072,75,21500000,22900000
4.15.0-42-generic,524288,131072,76,15300000,27900000
4.15.0-42-generic,524288,131072,77,15800000,17600000
4.15.0-42-generic,524288,131072,78,19400000,22900000
4.15.0-42-generic,524288,131072,79,13900000,19000000
4.15.0-42-generic,524288,131072,80,21200000,23900000
4.15.0-42-generic,524288,131072,81,20200000,31200000
4.15.0-42-generic,524288,131072,82,19400000,15400000
4.15.0-42-generic,524288,131072,83,14000000,27700000
4.15.0-42-generic,524288,131072,84,20400000,22500000
4.15.0-42-generic,524288,131072,85,15000000,19800000
4.15.0-42-generic,524288,131072,86,12800000,23800000
4.15.0-42-generic,524288,131072,87,21300000,29400000
4.15.0-42-generic,524288,131072,88,21000000,21300000
4.15.0-42-generic,524288,131072,89,21000000,24700000
4.15.0-42-generic,524288,131072,90,15000000,23400000
4.15.0-42-generic,524288,131072,91,19500000,24700000
4.15.0-42-generic,524288,131072,92,19400000,32400001
4.15.0-42-generic,524288,131072,93,21900000,33200000
4.15.0-42-generic,524288,131072,94,19800000,23000000
4.15.0-42-generic,524288,131072,95,19300000,36300000
4.15.0-42-generic,524288,131072,96,13400000,22400000
4.15.0-42-generic,524288,131072,97,20200000,24800000
4.15.0-42-generic,524288,131072,98,19100000,23500000
4.15.0-42-generic,524288,131072,99,19900000,25100000
4.15.0-42-generic,524288,131072,100,14100000,21100000
